Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),Change,Cummulative change
08-Jul-2019,27206.8,27216.15,26708.85,26810.65,210990930,3860.3,-2.07,36.23
09-Jul-2019,26806.85,26979,26607.2,26953.15,157349116,3604.9,0.53,36.96
10-Jul-2019,26897.2,26996.35,26689.7,26739.5,175139849,4759.92,-0.79,35.87
11-Jul-2019,26858.25,26949.4,26758.1,26932.1,194767826,4956.77,0.72,36.85
12-Jul-2019,26977.75,27139.65,26933.25,26983.65,159945697,3785.58,0.19,37.11
15-Jul-2019,27039.6,27148.7,26929.7,27096.3,143758684,3730.89,0.42,37.68
16-Jul-2019,27072.45,27395,27031.1,27365.5,172897717,4315.54,0.99,39.05
17-Jul-2019,27371.5,27547.5,27354.95,27428.35,179694167,4462.7,0.23,39.37
18-Jul-2019,27410.7,27417.5,27094.4,27120.05,189421872,4325.35,-1.12,37.81
19-Jul-2019,27264.6,27323.2,26598.3,26656.15,259852759,6484.79,-1.71,35.45
22-Jul-2019,26615.55,26713.9,26331.85,26676.1,187813267,4422.66,0.07,35.55
23-Jul-2019,26706.25,26752,26495.7,26560.25,216330631,4299.31,-0.43,34.96
24-Jul-2019,26569.9,26638.45,26064.95,26133.9,293172588,5648.42,-1.61,32.79
25-Jul-2019,26221.6,26476.65,26215.3,26302.15,232015815,5343.59,0.64,33.65
26-Jul-2019,26342.35,26629.5,26253.95,26553.9,248122116,3951.82,0.96,34.93
29-Jul-2019,26532.3,26559.05,26086.65,26197.35,800260852,3916.19,-1.34,33.12
30-Jul-2019,26207,26397.65,25796.4,25838,544330890,4601.86,-1.37,31.29
31-Jul-2019,25748.25,26111.85,25490.05,26071.3,323464956,4079.3,0.90,32.48
01-Aug-2019,25957.5,26107.75,25508.25,25732.95,298354061,4167.19,-1.30,30.76
02-Aug-2019,25607.4,25953.4,25336.7,25811.25,448886253,5295.11,0.30,31.16
05-Aug-2019,25639.6,25728.1,25337.8,25601.75,276803220,3766.58,-0.81,30.09
06-Aug-2019,25502.7,25930.1,25498.7,25848.5,300516320,4156.59,0.96,31.34
07-Aug-2019,25893.6,26054.25,25675.15,25730,322850113,4135.65,-0.46,30.74
08-Aug-2019,25875.45,26117.45,25745.4,26050.65,375943807,5397.08,1.25,32.37
09-Aug-2019,26159.65,26443,26133.6,26236.6,345376883,4928.48,0.71,33.32
13-Aug-2019,26228.3,26228.9,25583.05,25636.1,404567265,4644.54,-2.29,30.27
14-Aug-2019,25659.3,25958.95,25553.65,25914,352211522,5768.91,1.08,31.68
16-Aug-2019,25837.5,26021.85,25693.65,25999.6,414305093,3995.3,0.33,32.11
19-Aug-2019,26078.4,26266.05,25947.05,25981.65,271331850,3882.44,-0.07,32.02
20-Aug-2019,26005.55,26032.85,25708.4,25783.45,323298786,3980.29,-0.76,31.01
21-Aug-2019,25827.2,25837.75,25455.55,25482.05,298545967,4081.76,-1.17,29.48
22-Aug-2019,25460.85,25476.85,25078.75,25136.9,432641931,5068.82,-1.35,27.73
23-Aug-2019,25081.4,25418,24873.25,25345.1,396929665,4703.72,0.83,28.79
26-Aug-2019,25749,25849.55,25174.25,25813.55,457364057,5162.65,1.85,31.17
27-Aug-2019,25929.25,26226.9,25923.3,26156.25,506307212,10210.63,1.33,32.91
28-Aug-2019,26204.2,26234.25,25880.5,26032.15,354754390,4229.26,-0.47,32.28
29-Aug-2019,25979.6,26099.2,25820.25,26046.9,333285731,3832.66,0.06,32.35
30-Aug-2019,26155.65,26457.2,26001.45,26405.05,338095558,5054.21,1.38,34.17
03-Sep-2019,26259.85,26310.35,25770.45,25834.35,235497641,4493.71,-2.16,31.27
04-Sep-2019,25858.55,25893.75,25511.95,25800.55,261045879,4200.22,-0.13,31.10
05-Sep-2019,25878.95,26036.8,25853.55,25935.05,236876724,3821.37,0.52,31.78
06-Sep-2019,26025.2,26082.35,25883.95,26053.95,252987894,3458.85,0.46,32.39
09-Sep-2019,26048.65,26189.45,25970.4,26141,198896456,2866.91,0.33,32.83
11-Sep-2019,26184.95,26363.6,26112.05,26309.65,342399974,6217.16,0.65,33.69
12-Sep-2019,26380,26495.85,26253.15,26285,300496658,4026.03,-0.09,33.56
13-Sep-2019,26375.05,26486.45,26104.45,26460.1,298072326,4260.44,0.67,34.45
16-Sep-2019,26282.15,26494.6,26163.4,26431.2,211777953,3953.96,-0.11,34.31
17-Sep-2019,26436.6,26476.65,25947.4,25987.95,362805829,4297.25,-1.68,32.05
18-Sep-2019,26127.3,26193.1,25948.1,26149.9,274232923,3400.45,0.62,32.88
19-Sep-2019,26178.7,26189,25814.75,25922.1,469329052,3224.52,-0.87,31.72
20-Sep-2019,26026.45,27476.35,25812.05,27406.85,676180708,9672.52,5.73,39.26
23-Sep-2019,27841.7,28152.15,27731.2,27912.35,447534013,8422.69,1.84,41.83
24-Sep-2019,27972.2,28030.4,27679.35,27942.55,307909518,5058.94,0.11,41.98
25-Sep-2019,27874.15,27891.95,27408.6,27484.5,300192303,4875.36,-1.64,39.66
26-Sep-2019,27517.6,27929.35,27512.95,27811,344957114,6226.99,1.19,41.32
27-Sep-2019,27790.7,27955.2,27710.05,27818.1,322904494,5722.7,0.03,41.35
30-Sep-2019,27794.4,27807.7,27380.1,27520.3,676661838,7657.63,-1.07,39.84
01-Oct-2019,27630.5,27758.65,26901.8,27249.85,565909064,7947.43,-0.98,38.47
03-Oct-2019,27151.6,27285.35,26924.3,27023.2,367964313,5920.88,-0.83,37.31
04-Oct-2019,27136.25,27180.5,26641.1,26681.6,314793143,5139.02,-1.26,35.58
07-Oct-2019,26651.8,26680.45,26256.7,26295.05,323006240,5688.42,-1.45,33.61
09-Oct-2019,26320.9,26681.25,26169.05,26660.3,458080560,6260.53,1.39,35.47
10-Oct-2019,26575.8,26684,26421.4,26492.85,688172340,6477.22,-0.63,34.62
11-Oct-2019,26556.8,26699.1,26385.15,26598.6,418024728,6891.38,0.40,35.16
14-Oct-2019,26679.6,26899.8,26622.7,26791.6,375422194,5566.31,0.73,36.14
15-Oct-2019,26829.75,27052.6,26803.25,27010.6,364648965,8619.66,0.82,37.25
16-Oct-2019,27085.1,27285.25,27041.9,27240.55,554664940,9579.23,0.85,38.42
17-Oct-2019,27275.6,27650.6,27230.8,27627.6,459730274,7098.8,1.42,40.38
18-Oct-2019,27665.2,28065.1,27605.5,28014.15,405696438,7148.15,1.40,42.35
22-Oct-2019,28088,28379.95,28049.4,28163.95,415268821,8105.38,0.53,43.11
23-Oct-2019,28202.65,28326.05,28007.75,28140.45,375759536,6030.1,-0.08,42.99
24-Oct-2019,28220.75,28291.6,27932.95,28045.25,968996532,5982.91,-0.34,42.51
25-Oct-2019,28054.65,28089.45,27767.75,27959.55,650401182,7861.31,-0.31,42.07
27-Oct-2019,28145.4,28197.65,28067.6,28123.2,108324650,807.56,0.59,42.90
29-Oct-2019,28105.35,28480.25,28049.95,28447.6,615426441,7061.67,1.15,44.55
30-Oct-2019,28557.6,28738.6,28491.6,28636.4,550442771,9508.16,0.66,45.51
31-Oct-2019,28757.75,28883.15,28647.75,28722.1,699516490,7334.35,0.30,45.95
01-Nov-2019,28794.25,28953.7,28671.05,28706.55,1041643795,6959.48,-0.05,45.87
04-Nov-2019,28760.05,28913.9,28608.7,28652.9,418262857,6386.36,-0.19,45.59
05-Nov-2019,28670.85,28695.7,28375.1,28442.35,399972441,7059.98,-0.73,44.52
06-Nov-2019,28449.6,28613.1,28292.6,28534.2,421184653,7045.15,0.32,44.99
07-Nov-2019,28673.15,28735.6,28579.2,28686.25,482454082,8863.03,0.53,45.76
08-Nov-2019,28721.4,28810.9,28342.05,28387.25,538344792,9286.56,-1.04,44.24
11-Nov-2019,28323.9,28560.75,28296,28451.15,398036421,6724.01,0.23,44.57
13-Nov-2019,28535.85,28746.45,28214.2,28298.6,496340481,7842.8,-0.54,43.79
14-Nov-2019,28324.65,28327.35,28077.95,28175.6,815087428,6789.57,-0.43,43.17
15-Nov-2019,28266.65,28329.3,28103.65,28195.55,1065938722,6362.85,0.07,43.27
18-Nov-2019,28262.15,28302.75,28119.45,28154,752865475,5450.15,-0.15,43.06
19-Nov-2019,28152.1,28174.95,28006.7,28071.9,1289916989,11049.55,-0.29,42.64
20-Nov-2019,28178.7,28349.65,28164.65,28245.95,2030449885,7396.3,0.62,43.53
21-Nov-2019,28360.8,28360.8,28099.3,28132.6,1092287265,6872.18,-0.40,42.95
22-Nov-2019,28157.7,28177.65,27972.15,28059.2,656584983,6456.96,-0.26,42.58
25-Nov-2019,28090.05,28475.2,28084.35,28443.5,756797332,6935.52,1.37,44.53
26-Nov-2019,28554.3,28673.45,28162.1,28264.05,1742403332,23853.5,-0.63,43.62
27-Nov-2019,28357.4,28497.95,28295.3,28468.7,583300209,6196.12,0.72,44.66
28-Nov-2019,28500.85,28835.35,28454.95,28765.6,945905087,10729.84,1.04,46.17
29-Nov-2019,28798.05,28906.6,28468.05,28546.45,795346346,11486.02,-0.76,45.05
02-Dec-2019,28581.05,28592.1,28378,28539.45,1710841508,8045.17,-0.02,45.02
03-Dec-2019,28608.45,28611.35,28265.15,28333.2,950099236,6774.71,-0.72,43.97
04-Dec-2019,28239.1,28400.35,28187.05,28364.2,913677419,6473.85,0.11,44.13
05-Dec-2019,28337.9,28399.85,28094.75,28145.55,503188177,5550.46,-0.77,43.02
06-Dec-2019,28221.2,28264.95,27741.55,27854.05,724660530,6023.28,-1.04,41.54
09-Dec-2019,27870.3,27989.35,27705,27758.05,510928680,5404.74,-0.34,41.05
10-Dec-2019,27786.45,27857.05,27430,27463.65,566311085,6083.28,-1.06,39.55
11-Dec-2019,27509.7,27629.1,27347.3,27594.25,413280687,5566.42,0.48,40.22
12-Dec-2019,27734.3,27880,27675.25,27793.8,296147204,5256.4,0.72,41.23
13-Dec-2019,27906.2,28102,27893.3,28076.7,521367672,6722.76,1.02,42.67
16-Dec-2019,28095.9,28121.6,27896,27915.25,331819900,5141.39,-0.58,41.85
17-Dec-2019,27977.4,28066.3,27921,28031.75,467178928,4934.5,0.42,42.44
18-Dec-2019,28086.15,28171.3,27908.9,28138.2,501782905,5280.36,0.38,42.98
19-Dec-2019,28154,28287.1,28142.8,28245.3,377802801,4710.94,0.38,43.52
20-Dec-2019,28282.25,28436.35,28270.95,28406.25,381571638,7390.41,0.57,44.34
23-Dec-2019,28383.55,28523.1,28262.8,28395.75,291491248,4446.57,-0.04,44.29
24-Dec-2019,28423.7,28430.4,28318.75,28382.85,250955193,4047.51,-0.05,44.22
26-Dec-2019,28409.1,28435.25,28259.75,28280.25,341108696,4493.23,-0.36,43.70
27-Dec-2019,28354.5,28500.25,28319.9,28476.8,324272733,4776.47,0.70,44.70
30-Dec-2019,28528.95,28612.95,28406.7,28484.85,291220117,3492.11,0.03,44.74
31-Dec-2019,28495,28549.5,28270.25,28307.55,315369397,4223.1,-0.62,43.84
01-Jan-2020,28353.45,28436.8,28272.3,28293.35,138671499,2473.8,-0.05,43.77
02-Jan-2020,28325.45,28552.8,28314.55,28535.4,229906379,4109.02,0.86,45.00
03-Jan-2020,28493.6,28585.9,28385.6,28478.95,236965716,4887.93,-0.20,44.71
06-Jan-2020,28316.45,28338.35,27831.35,27894.9,251654927,4992.58,-2.05,41.74
07-Jan-2020,28049.55,28347.3,27971.75,28101.2,282395888,5273.44,0.74,42.79
08-Jan-2020,27739.05,28145.4,27738.4,28113.55,499260131,4593.78,0.04,42.85
09-Jan-2020,28397.1,28517.05,28349.35,28484.3,568303526,5511.42,1.32,44.74
10-Jan-2020,28556.7,28680.7,28463.25,28556.05,270001708,5203.05,0.25,45.10
13-Jan-2020,28669.35,28807.45,28631.25,28783.55,276928083,4748.1,0.80,46.26
14-Jan-2020,28836.5,28917,28770,28845.25,218443697,5119.1,0.21,46.57
15-Jan-2020,28862.5,28986.05,28716.65,28957.95,283151481,5161.12,0.39,47.14
16-Jan-2020,29068.2,29101.55,28898.25,28978.6,332827652,4677.17,0.07,47.25
17-Jan-2020,28957.3,29083.95,28929.25,29034.85,1203642577,4863.54,0.19,47.54
20-Jan-2020,29122.85,29162.7,28724.4,28754.45,566303599,4847.53,-0.97,46.11
21-Jan-2020,28699.1,28801.2,28583.85,28617.35,808450424,5063.93,-0.48,45.41
22-Jan-2020,28711.35,28742,28552.9,28593,547571882,6117.55,-0.09,45.29
23-Jan-2020,28638.35,28936.75,28604.95,28898.3,826459458,7188.96,1.07,46.84
24-Jan-2020,28888.6,29204.4,28835.2,29153.75,340096134,5393.14,0.88,48.14
27-Jan-2020,29058.75,29259.5,28895,28960.75,302957248,4800.22,-0.66,47.16
28-Jan-2020,29034.75,29144.1,28846.95,28888.75,428737198,6676.01,-0.25,46.79
29-Jan-2020,29025.2,29145.7,28980.75,29045.4,340660266,5005.26,0.54,47.59
30-Jan-2020,29078.75,29094.85,28423.3,28533,411849747,6298.78,-1.76,44.99
31-Jan-2020,28656.1,28694.3,28263.15,28294.6,372809537,6127.79,-0.84,43.77
01-Feb-2020,28283.1,28617.9,27215.6,27340.5,320520918,6111.68,-3.37,38.93
03-Feb-2020,27302.1,27672.45,27193.85,27534.7,358962073,7240.92,0.71,39.91
04-Feb-2020,27728.85,28243.1,27722.5,28112.45,339261994,8141.86,2.10,42.85
05-Feb-2020,28235.3,28565.75,28172.05,28537.8,331802455,6705.38,1.51,45.01
06-Feb-2020,28625.3,28934.7,28599.95,28871.35,444953742,11085.2,1.17,46.70
07-Feb-2020,28900,29088.25,28814.25,29046.45,364301729,8442.77,0.61,47.59
10-Feb-2020,29066.95,29075.35,28851.35,28953.7,301117446,5942.05,-0.32,47.12
11-Feb-2020,29086.65,29129.15,28821.2,28854.35,344653397,7237.28,-0.34,46.62
12-Feb-2020,28927.4,29045.95,28743.45,28855.35,518283911,7850.11,0.00,46.62
13-Feb-2020,28829.5,28844.65,28682.75,28807.6,291899764,5789.68,-0.17,46.38
14-Feb-2020,28790.4,28894.65,28453.5,28501.05,1588581995,6581.41,-1.06,44.82
17-Feb-2020,28513.65,28572.75,28143.4,28169.6,975829450,4721.42,-1.16,43.14
18-Feb-2020,28116.45,28116.45,27750.75,28060.35,843614883,5215.97,-0.39,42.58
19-Feb-2020,28290.2,28643.35,28284.75,28630.75,1199214781,6983.08,2.03,45.48
20-Feb-2020,28632.2,28958.75,28627.55,28669.8,1218901871,8620.21,0.14,45.68
24-Feb-2020,28478.8,28599.25,28011.1,28073.9,901624094,6759.02,-2.08,42.65
25-Feb-2020,28217.2,28356.05,27835.25,27863.65,814697493,6929.63,-0.75,41.58
26-Feb-2020,27757.65,27826.25,27401.15,27470.15,532868825,6520.65,-1.41,39.58
27-Feb-2020,27451.5,27458.55,27087.35,27404.3,632236444,6683.73,-0.24,39.25
28-Feb-2020,26859.65,26887.5,26287.9,26482,729355138,10292.97,-3.37,34.56
02-Mar-2020,26870.1,27216.2,26164.4,26404.3,564245515,8706.66,-0.29,34.17
03-Mar-2020,26609.25,27035.55,26557.4,26926.3,579933863,7373.07,1.98,36.82
04-Mar-2020,27077.35,27103.3,26367.1,26717.15,471520774,7582.19,-0.78,35.76
05-Mar-2020,26874.7,27097.9,26710.85,26877.55,598028285,6959.26,0.60,36.57
06-Mar-2020,26000.05,26397.7,25905.75,26291.85,580086476,6825.4,-2.18,33.60
09-Mar-2020,25843.85,25899.45,25009.35,25139.45,978827563,7362.06,-4.38,27.74
11-Mar-2020,25065.4,25454.3,24888.1,24955.6,1004340848,6874.34,-0.73,26.81
12-Mar-2020,24047.1,24087.45,22629.65,22776.4,1157846401,8801.82,-8.73,15.73
13-Mar-2020,21140.65,23851.45,20224,23423.8,1807378431,8537.34,2.84,19.02
16-Mar-2020,22653,23190.15,21998.45,22184.35,1607441821,6679.12,-5.29,12.73
17-Mar-2020,22210,22802.55,21843,22003.15,977059121,6544.99,-0.82,11.80
18-Mar-2020,22300.85,22370.8,20816,20924.75,2592956381,8181.84,-4.90,6.33
19-Mar-2020,19964.05,20975.15,19387.65,20238.25,1031291168,7261.83,-3.28,2.84
20-Mar-2020,20421.75,21369.4,20071.05,20963.8,925603840,8416.43,3.59,6.52
23-Mar-2020,19308.85,19803.3,18442.95,18524.65,570879654,4234.33,-11.64,-5.87
24-Mar-2020,18781,19379.1,18384.05,18720.1,572467091,5028.04,1.06,-4.88
25-Mar-2020,18504.4,19502.7,18482.45,19393,417247613,5234.54,3.59,-1.46
26-Mar-2020,19714.5,20713.5,19490.75,20459.85,554009762,7165.65,5.50,3.96
27-Mar-2020,21002.4,21482.05,20206.9,20431.6,504853721,7072.53,-0.14,3.82
30-Mar-2020,20085.8,20609.25,19776.5,20263,297354724,4274.51,-0.83,2.96
31-Mar-2020,20788.05,21194.7,20429.35,21116.25,392164493,4845.73,4.21,7.30
01-Apr-2020,21168.3,21286,20592.65,20664.55,401002645,4174.21,-2.14,5.00
03-Apr-2020,20730.7,20744.3,20277.25,20399.7,436466163,5701.34,-1.28,3.66
07-Apr-2020,21068.5,21766.4,20841.1,21702.3,459826333,7331.29,6.39,10.28
08-Apr-2020,21675.5,22700.45,21565.95,22139.65,549904885,8656.08,2.02,12.50
09-Apr-2020,22602.8,23044.3,22582.3,22898.85,435724412,7990.75,3.43,16.36
13-Apr-2020,22903.55,22950.5,22389.6,22864.5,1086481582,7739,-0.15,16.18
15-Apr-2020,23056.15,23598.95,22853.75,23051.15,1069676598,8552.19,0.82,17.13
16-Apr-2020,22950.3,23394.55,22735.7,23222.85,747613721,7504.9,0.74,18.00
17-Apr-2020,23862.15,23917.95,23215,23513.7,992325901,8966.88,1.25,19.48
20-Apr-2020,23726.6,23730.1,23371.25,23395.4,649208265,7573.69,-0.50,18.88
21-Apr-2020,22953.35,23183.6,22787.5,23022.85,572172227,8713.45,-1.59,16.99
22-Apr-2020,23027.95,23361.3,22769.45,23310.75,736646997,8648.71,1.25,18.45
23-Apr-2020,23438.5,23828.5,23305.9,23372.65,928940289,6771,0.27,18.76
24-Apr-2020,23117.6,23335,22930.8,22963.8,571071458,7970.73,-1.75,16.69
27-Apr-2020,23170.75,23490.7,23158.55,23429.25,508458555,7362.8,2.03,19.05
28-Apr-2020,23680.25,23691.6,23234.4,23367.95,550463499,6313.24,-0.26,18.74
29-Apr-2020,23498.2,23694.7,23426.55,23624.05,727077340,7085.38,1.10,20.04
30-Apr-2020,23967.45,24164.3,23845.3,24102.75,693100856,8745.46,2.03,22.47
04-May-2020,23432,23486.15,23077.75,23108.95,732616722,8009.11,-4.12,17.42
05-May-2020,23435.7,23556.3,22740.9,22791.5,491226293,7592.03,-1.37,15.81
06-May-2020,22823.95,23099.8,22527.25,23009.8,730068467,7436.31,0.96,16.92
07-May-2020,22974.15,23125.45,22716.35,22759.85,366604863,5506.12,-1.09,15.65
08-May-2020,23030,23123.3,22919.45,22959.5,400797442,5735.83,0.88,16.66
11-May-2020,23182.35,23371.8,23161.9,23201.45,1197778528,6386.35,1.05,17.89
12-May-2020,23087.95,23239.35,22794.95,23164.65,840452937,6718.34,-0.16,17.71
13-May-2020,23876.4,23891.75,23359.5,23457.65,858055518,8031.12,1.26,19.20
14-May-2020,23330.05,23535.35,23217.25,23306.6,563833503,7767.3,-0.64,18.43
15-May-2020,23378.3,23397.95,23105.8,23177.8,502421149,6742.67,-0.55,17.77
18-May-2020,23186.5,23191.85,22365.3,22447.4,665648203,7157.82,-3.15,14.06
19-May-2020,22715.5,22868.55,22477.7,22567.8,1150427255,6304.12,0.54,14.67
20-May-2020,22581.5,23070.15,22528.85,23003.1,733989821,5983.48,1.93,16.89
21-May-2020,23097.2,23384.75,23055.9,23283.05,701378591,8125.97,1.22,18.31
22-May-2020,23231.1,23413.15,23011.6,23031.55,641150817,6697.54,-1.08,17.03
26-May-2020,23111.95,23175.5,23000.5,23061.8,484724785,5815.36,0.13,17.18
27-May-2020,23089.8,23140.25,22855.35,23088.5,468934877,5629.47,0.12,17.32
28-May-2020,23163.25,23539.95,23114.5,23496.5,859848421,7247.7,1.77,19.39
29-May-2020,23413.15,24152.3,23366.4,24065,2977007826,16181.92,2.42,22.28
01-Jun-2020,24291.45,24545.15,24273.65,24440.5,988895705,9318.73,1.56,24.19
02-Jun-2020,24561.7,24716.55,24440.95,24600,1359384723,8998.42,0.65,25.00
03-Jun-2020,24844.35,25065.95,24673.6,24745.2,1414503799,10687.68,0.59,25.74
04-Jun-2020,24850.3,25083.85,24585.35,24854.8,1330591935,10162.13,0.44,26.30
05-Jun-2020,25048.8,25368.25,24947,25324.8,2270186643,9849.17,1.89,28.68
08-Jun-2020,25681.45,25699.25,25208.7,25329.45,2525497648,11921.4,0.02,28.71
09-Jun-2020,25489,25666.15,25046.05,25162.65,2026714563,11131.41,-0.66,27.86
10-Jun-2020,25188.75,25241,24963.7,25153.75,1508209734,9073.99,-0.04,27.81
11-Jun-2020,25142,25387.9,24728.55,24768.8,2651788003,10062.39,-1.53,25.86
12-Jun-2020,23913.85,25071.95,23907.35,25018.75,1875892207,9444.18,1.01,27.13
15-Jun-2020,25053.3,25203.35,24698.5,24793.3,1186178501,8217.63,-0.90,25.98
16-Jun-2020,25119.6,25184.25,24543.75,24863.45,1152211433,7946.56,0.28,26.34
17-Jun-2020,24784.95,25066.4,24754.65,24883.8,770431336,7376.47,0.08,26.44
18-Jun-2020,24837.1,24987.5,24789.1,24953.65,1242264883,6465.06,0.28,26.80
19-Jun-2020,25074.85,25288.9,25039.2,25227,1055817915,14248.14,1.10,28.19
22-Jun-2020,25479.5,25794.65,25428.35,25723.3,1678603766,10446.9,1.97,30.71
23-Jun-2020,25871.8,26222.6,25816.35,26188.85,890110410,9987.55,1.81,33.07
24-Jun-2020,26420.8,26557,25824.3,25911.95,1056542429,10916.77,-1.06,31.67
25-Jun-2020,25774.85,26142.85,25722.7,25931.05,1060361626,9646.52,0.07,31.76
26-Jun-2020,26142.1,26264.95,25895.3,25974.5,206328980,6407.17,0.17,31.98
29-Jun-2020,25932.75,25991.6,25631.8,25759.5,174897916,5595.76,-0.83,30.89
30-Jun-2020,25910.25,25990.6,25669,25743.7,192774286,6452.45,-0.06,30.81
01-Jul-2020,25846.1,25847.6,25679.25,25755.45,207509939,5405.61,0.05,30.87
02-Jul-2020,25801.4,25975.95,25781.55,25947.5,246169547,6679.73,0.75,31.85
03-Jul-2020,26109.1,26177.1,26053.9,26146.25,263022522,7253.46,0.77,32.86
06-Jul-2020,26318.45,26367.75,26237.3,26264.85,209478845,6086.4,0.45,33.46
07-Jul-2020,26352.75,26435.35,26135.95,26390.6,265741256,8267.14,0.48,34.10
08-Jul-2020,26473.35,26530.35,26243.15,26299.5,346754933,8688.15,-0.35,33.64
09-Jul-2020,26377.45,26494.65,26202,26268.6,214554440,6402.91,-0.12,33.48
10-Jul-2020,26246.35,26405.8,26124.75,26208.65,269058972,6044.55,-0.23,33.17
13-Jul-2020,26351.7,26376.7,26092.85,26274.85,188962527,6149.3,0.25,33.51
14-Jul-2020,26233.95,26324.1,25936.45,26016.9,210552400,7309.4,-0.98,32.20
15-Jul-2020,26172.95,26279.2,25810.9,25875.25,186828218,6485.34,-0.54,31.48
16-Jul-2020,25979.8,25991.95,25614.15,25950.05,162317233,6225.19,0.29,31.86
17-Jul-2020,26036.4,26410.7,26026.75,26375.8,192273485,7583.76,1.64,34.02
20-Jul-2020,26505.15,26598.75,26409.7,26525.75,167783088,6677.75,0.57,34.79
21-Jul-2020,26719.55,26747.5,26462.65,26571.6,222339627,8235.1,0.17,35.02
22-Jul-2020,26658.45,26670,26267.8,26426.85,207457533,7760.78,-0.54,34.28
23-Jul-2020,26495.1,26678.6,26451.1,26642.3,167675060,6387.18,0.82,35.38
24-Jul-2020,26532,26670.15,26224.4,26340.55,172618039,6201.01,-1.13,33.84
27-Jul-2020,26412.4,26420.9,25973.45,26134.3,189846608,6707.19,-0.78,32.80
28-Jul-2020,26207.4,26349.1,26194.6,26309.75,174799293,6470.12,0.67,33.69
29-Jul-2020,26337.85,26509.75,26281.95,26433.05,199446482,6972.66,0.47,34.31
30-Jul-2020,26539.45,26633.85,26346.5,26565.4,218279901,9334.31,0.50,34.99
31-Jul-2020,26657.95,26927.5,26560.9,26861.35,214989236,9660.45,1.11,36.49
03-Aug-2020,26852.1,26990,26674.45,26725.75,301473133,10599.04,-0.50,35.80
04-Aug-2020,26890.85,26924.75,26728.1,26897.2,178760183,6440.72,0.64,36.67
05-Aug-2020,27026.3,27155.75,26832.05,26874.3,200367716,7627.9,-0.09,36.56
06-Aug-2020,27005.75,27109.4,26945.2,27064.45,225288256,9199.74,0.71,37.52
07-Aug-2020,27127.5,27193.85,27022.85,27130.45,228294636,8960.36,0.24,37.86
10-Aug-2020,27406.9,27610.25,27369.7,27526.05,254983575,11038.76,1.46,39.87
11-Aug-2020,27658.2,27692.25,27372.35,27392.05,272301460,8980.77,-0.49,39.19
12-Aug-2020,27377.65,27412.25,27171.1,27381.15,345125014,10213.68,-0.04,39.13
13-Aug-2020,27499.1,27590.55,27456.65,27515.8,252375683,10113.17,0.49,39.82
14-Aug-2020,27624.5,27683.45,27086.75,27260.45,268022603,11818.27,-0.93,38.52
17-Aug-2020,27469.7,27469.7,27061.75,27351.45,198275710,6772.83,0.33,38.98
18-Aug-2020,27442.4,27711.1,27426.7,27667.65,235794345,8594.45,1.16,40.59
19-Aug-2020,27817.9,27975.55,27672.65,27709.7,244196480,7695.84,0.15,40.80
20-Aug-2020,27597.6,27738.7,27480.55,27687.9,269947848,7257.88,-0.08,40.69
21-Aug-2020,27985.45,28024.65,27743.7,27772.45,237556501,7705.86,0.31,41.12
24-Aug-2020,27926.5,27956.7,27754.2,27776.45,215000851,6264.99,0.01,41.14
25-Aug-2020,27934.4,27996.25,27672.85,27801.2,197262374,6779,0.09,41.27
26-Aug-2020,27932.55,27935.6,27705.6,27818.6,170255740,5993.02,0.06,41.36
27-Aug-2020,27973,28050.05,27895.95,27935.55,299972315,8878.59,0.42,41.95
28-Aug-2020,28075,28159.6,27973.85,28018.75,435903721,9426.48,0.30,42.37
31-Aug-2020,28162,28181.2,26756.05,26824.15,377739090,11216.04,-4.26,36.30
01-Sep-2020,26943.75,27247.8,26689.45,27142.9,248105613,7552.72,1.19,37.92
02-Sep-2020,27222.95,27511.5,27167.8,27448,199065531,6947.12,1.12,39.47
03-Sep-2020,27564.6,27705.2,27538.2,27614.2,149037828,6264.82,0.61,40.32
04-Sep-2020,27249.85,27507.05,27045.3,27105.5,192923514,7003.01,-1.84,37.73
07-Sep-2020,27206.55,27293.45,26864.85,27016,148706668,5231.27,-0.33,37.28
08-Sep-2020,27084.95,27133.1,26759.15,26832.75,150768669,6444.71,-0.68,36.35
09-Sep-2020,26661.15,26839.5,26465.5,26788.05,168533458,6255.54,-0.17,36.12
10-Sep-2020,26941.2,27087.8,26787.5,27048.35,146011912,5647.82,0.97,37.44
11-Sep-2020,27066.9,27332.75,27049.5,27288.5,142173211,5829.4,0.89,38.66
14-Sep-2020,27459.2,27508.25,27165.75,27256,159856241,6362.69,-0.12,38.50
15-Sep-2020,27361,27562.55,27349.65,27515.8,163679598,7151.12,0.95,39.82
16-Sep-2020,27621,27698.85,27548.1,27646.05,201704997,7177.89,0.47,40.48
17-Sep-2020,27568.5,27689.8,27451.85,27486.25,146348471,5806.58,-0.58,39.67
18-Sep-2020,27624.2,27746.85,27426.35,27552.85,241568755,11404.02,0.24,40.00
21-Sep-2020,27601.8,27601.8,26544.45,26671.25,192470702,7077.76,-3.20,35.52
22-Sep-2020,26654,26672.35,25873.95,26357.5,196736946,6702.77,-1.18,33.93
23-Sep-2020,26538.85,26651.75,26051.5,26290,195131007,6254.25,-0.26,33.59
24-Sep-2020,26056.25,26089.95,25636.7,25696.6,216763052,8898.46,-2.26,30.57
